> -2 contour -Z-2
15	-12.7080574036	-2
16	-12.6112219393	-2
17	-12.5560225844	-2
18	-12.7309899032	-2
19	-12.9941730457	-2
19.0202634092	-13	-2
20	-13.2927703857	-2
21	-13.604788214	-2
22	-13.9022917747	-2
22.1681916267	-14	-2
22.8965924382	-15	-2
23	-15.4146191478	-2
23.1459957808	-16	-2
23.5633820891	-17	-2
24	-17.8958977386	-2
24.0492999814	-18	-2
24.5676980019	-19	-2
24.3164945543	-20	-2
24.0652911067	-21	-2
24.1582244784	-22	-2
24.3112371564	-23	-2
24.235374257	-24	-2
24.224973157	-25	-2
24.2867389321	-26	-2
24.3198179007	-27	-2
24.1085704491	-28	-2
24	-28.5139531493	-2
23.865885973	-29	-2
23	-29.9723308682	-2
22.9647240043	-30	-2
22	-30.7574320436	-2
21.6910463572	-31	-2
21	-31.5461777449	-2
20.2038820684	-32	-2
20	-32.1162215397	-2
19	-32.4000606835	-2
18	-32.6591947079	-2
17	-32.7608860731	-2
16	-32.8030586839	-2
15.1814439148	-33	-2
15	-33.0436546504	-2
14	-33.4990625978	-2
13	-33.9544711709	-2
12.9000265598	-34	-2
12	-34.4243512452	-2
11	-34.8619555235	-2
10.7009252906	-35	-2
10	-35.4117906094	-2
9.01558560319	-36	-2
9	-36.0099219652	-2
8	-36.2167608589	-2
7	-36.4148825705	-2
6	-36.4769248068	-2
5.21200209856	-36	-2
5	-35.8621804714	-2
4.09802097082	-35	-2
4.45998901129	-34	-2
5	-33.1389594674	-2
5.16979038715	-33	-2
6	-32.3205417395	-2
7	-32.5967614651	-2
7.25675517321	-32	-2
7	-31.7356158495	-2
6.29355555773	-31	-2
6.60343706608	-30	-2
7	-29.1730854511	-2
7.0864380002	-29	-2
7.62873837352	-28	-2
8	-27.0958045721	-2
8.03316015005	-27	-2
8	-26.9356374741	-2
7.59385868907	-26	-2
7.08820015192	-25	-2
7	-24.8255729079	-2
6.52421048284	-24	-2
6	-23.4425897598	-2
5.51920104027	-23	-2
5.22474491596	-22	-2
5	-21.0431374982	-2
4.98986695893	-21	-2
4.77960130572	-20	-2
4.79835546017	-19	-2
5	-18.4551265836	-2
5.53112617135	-18	-2
6	-17.6006610692	-2
6.70138776302	-17	-2
7	-16.7453956604	-2
7.86946630478	-16	-2
8	-15.8899688646	-2
9	-15.0410853624	-2
9.04782605171	-15	-2
10	-14.6359356642	-2
11	-14.2535868883	-2
11.6630096734	-14	-2
12	-13.8717763722	-2
13	-13.4966520071	-2
14	-13.0626240969	-2
14.1418336034	-13	-2
15	-12.7080574036	-2
> -2 contour -Z-2
56	-38.6194325089	-2
57	-38.2994091511	-2
58	-38.6271451414	-2
59	-38.7899492532	-2
60	-38.9526824467	-2
60.2907676995	-39	-2
60	-39.1279770434	-2
59	-39.5681120753	-2
58	-39.9868499637	-2
57.9609587193	-40	-2
57	-40.318066597	-2
56.6481450498	-40	-2
56	-39.4140978158	-2
55.5419072807	-39	-2
56	-38.6194325089	-2
> -1 contour -Z-1
0	-43.8854242787	-1
-0.918313384056	-43	-1
-1	-42.8678847551	-1
-2	-42.8412056565	-1
-2.85826873779	-42	-1
-3	-41.7849020362	-1
-3.51718330383	-41	-1
-4	-40.2673990726	-1
-4.15522973239	-40	-1
-4.735632658	-39	-1
-5	-38.4375304878	-1
-5.1514159739	-38	-1
-5.75384771824	-37	-1
-6	-36.625688374	-1
-6.41146090627	-36	-1
-7	-35.1050370485	-1
-7.06907372922	-35	-1
-7	-34.6372033358	-1
-6.87868779898	-34	-1
-6.41341429949	-33	-1
-6	-32.4965233207	-1
-5.53469383717	-32	-1
-5	-31.4294340611	-1
-4.52581828833	-31	-1
-4	-30.5980133712	-1
-3	-30.1945331097	-1
-2.59816771746	-30	-1
-2	-29.7351042628	-1
-1	-29.6179092824	-1
-0.32531479001	-29	-1
0	-28.6457218826	-1
> -1 contour -Z-1
0	-23.1958957314	-1
-0.0796358734369	-23	-1
-0.403395742178	-22	-1
-0.917953133583	-21	-1
-1	-20.8858440518	-1
-2	-20.7364766598	-1
-3	-20.3480876684	-1
-4	-20.1356949955	-1
-4.89140677452	-20	-1
-5	-19.983509779	-1
-6	-19.8335751891	-1
-7	-19.6837286949	-1
-8	-19.6414115429	-1
-9	-19.6339805722	-1
-10	-19.2770676017	-1
-10.7760662436	-19	-1
-10	-18.1932125688	-1
-9.84046810865	-18	-1
-9.43803817034	-17	-1
-9.34585121274	-16	-1
-9.24889430404	-15	-1
-9	-14.5683274269	-1
-8.57952785492	-14	-1
-8	-13.4049168229	-1
-7.61595028639	-13	-1
-7	-12.3627428412	-1
-6.36358687282	-12	-1
-6	-11.8983334303	-1
