> -4 contour -Z-4
150	-6.72413814068	-4
151	-6.24999976158	-4
152	-6.36000001431	-4
152.761904776	-7	-4
152.476190478	-8	-4
152	-8.28571408987	-4
151	-8.5	-4
150	-8.26666644216	-4
149.666666985	-8	-4
149.692307979	-7	-4
150	-6.72413814068	-4
> -4 contour -Z-4
4	-16.5333324671	-4
5	-16.625	-4
5.40000000596	-17	-4
5.21428705752	-18	-4
5	-18.1578955948	-4
4	-18.1111109629	-4
3.81818181276	-18	-4
3.36363559961	-17	-4
4	-16.5333324671	-4
> -3 contour -Z-3
-163	20.0192307234	-3
-162	20.0697673634	-3
-161.5	20	-3
-161	19.7857142687	-3
-160.449999988	19	-3
-160.888888985	18	-3
-161	17.8928572312	-3
-161.833333462	17	-3
-162	16.8648649454	-3
-163	16.0333333015	-3
-163.049999952	16	-3
-164	15.4411765337	-3
-165	15.0416666269	-3
-166	15.3999999762	-3
-166.281249791	16	-3
-166.28571412	17	-3
-166	17.8571428657	-3
-165.93750006	18	-3
-165.131578863	19	-3
-165	19.1086955369	-3
-164	19.6499997973	-3
-163.066666558	20	-3
-163	20.0192307234	-3
> -3 contour -Z-3
158	10.5666665733	-3
159	10.5675674677	-3
160	10.1951218396	-3
160.319999695	10	-3
161	9.4687500596	-3
161.394736975	9	-3
161.926829338	8	-3
162	7.69999998808	-3
162.134615257	7	-3
162.199999824	6	-3
162.127272621	5	-3
162	4.30000001192	-3
161.926829338	4	-3
161.428571522	3	-3
161	2.48275864124	-3
160	2.00000309944	-3
159	2.171428442	-3
158.000003517	3	-3
158	3.00000351667	-3
157.408163369	4	-3
157.019999981	5	-3
157	5.07142847776	-3
156.783333197	6	-3
156.654545307	7	-3
156.604166567	8	-3
156.710526496	9	-3
157	9.91666668653	-3
157.055555463	10	-3
158	10.5666665733	-3
> -3 contour -Z-3
150	-4.57142853737	-3
151	-4.36923074722	-3
152	-4.37878781557	-3
153	-4.59677413106	-3
153.892857254	-5	-3
