-69.655,-47.942
-70.295,-47.846
-14.796,-43.905
-15.135,-44.016
-15.585,-44.16
-0.43861,-37.705
-0.55141,-37.767
-0.43861,-37.705
-0.88783,-37.95
-0.88783,-37.95
-55.103,-49.201
-55.248,-49.197
-56.269,-49.161
-56.285,-49.16
-53.916,-49.232
-54.221,-49.225
-52.723,-49.253
-53.189,-49.246
-51.526,-49.263
-52.153,-49.259
-50.325,-49.263
-51.114,-49.264
-49.123,-49.252
-50.073,-49.262
-47.921,-49.231
-47.985,-49.232
-49.03,-49.251
-46.719,-49.198
-46.941,-49.205
-45.519,-49.155
-45.897,-49.17
-44.322,-49.101
-44.854,-49.127
-43.13,-49.038
-43.814,-49.076
-41.942,-48.963
-42.777,-49.017
-40.762,-48.879
-41.743,-48.95
-39.588,-48.784
-39.69,-48.792
-40.714,-48.875
-38.424,-48.679
-38.671,-48.702
-37.269,-48.564
-37.66,-48.604
-36.124,-48.44
-36.655,-48.499
-34.991,-48.306
-35.658,-48.386
-33.87,-48.164
-34.67,-48.267
-32.762,-48.013
-33.691,-48.14
-31.668,-47.853
-31.761,-47.867
-32.721,-48.007
-30.588,-47.685
-30.812,-47.72
-29.524,-47.509
-29.873,-47.567
-28.475,-47.325
-28.946,-47.409
-27.442,-47.134
-28.031,-47.244
-26.425,-46.937
-27.127,-47.075
-25.425,-46.733
-26.236,-46.899
-24.442,-46.523
-24.491,-46.534
-25.357,-46.719
-23.477,-46.307
-23.638,-46.344
-22.529,-46.086
-22.798,-46.149
-3.302,-39.204
-3.5912,-39.347
-3.8205,-39.46
-2.7958,-38.949
-3.1293,-39.117
-59.78,-48.976
-60.286,-48.942
-60.925,-48.896
-58.624,-49.047
-59.293,-49.007
-21.599,-45.859
-21.972,-45.951
-20.686,-45.628
-21.158,-45.749
-2.3016,-38.697
-2.6769,-38.889
-2.3016,-38.697
-69.615,-47.948
-68.581,-48.093
-68.77,-48.067
-67.531,-48.231
-67.872,-48.187
-66.465,-48.363
-66.963,-48.303
-65.385,-48.486
-66.041,-48.412
-64.29,-48.602
-65.108,-48.516
-63.181,-48.709
-63.209,-48.706
-64.164,-48.614
-62.059,-48.807
-62.244,-48.791
-61.27,-48.87
-13.27,-43.39
-13.763,-43.559
-14.025,-43.648
-12.533,-43.13
-13.096,-43.329
-11.811,-42.868
-12.442,-43.097
-11.107,-42.606
-11.172,-42.63
-11.801,-42.864
-57.459,-49.109
-58.292,-49.066
-57.284,-49.117
-1.7659e-05,-37.463
-0.15235,-37.547
-1.76e-05,-37.463
-0.43861,-37.705
-1.819,-38.446
-2.2338,-38.662
-1.819,-38.446
-9.7449,-42.078
-9.952,-42.16
-10.418,-42.342
-7.8179,-41.286
-8.2116,-41.453
-8.4452,-41.55
-7.2054,-41.023
-7.6548,-41.217
-6.6071,-40.76
-7.1092,-40.981
-6.0228,-40.498
-6.0514,-40.511
-6.5748,-40.746
-5.4524,-40.237
-5.5387,-40.277
-4.8954,-39.976
-5.0365,-40.043
-19.792,-45.392
-20.358,-45.542
-18.915,-45.153
-19.572,-45.333
-18.056,-44.91
-18.799,-45.12
-17.215,-44.663
-17.293,-44.686
-18.039,-44.905
-16.391,-44.413
-16.56,-44.465
-15.841,-44.241
-9.0874,-41.814
-9.36,-41.925
-1.3478,-38.197
-1.375,-38.211
-1.7999,-38.436
-1.7999,-38.436
-0.95892,-37.989
-1.3478,-38.197
-8.78,-41.689
-14.442,-43.788
-10.556,-42.395
-4.3515,-39.717
-4.5446,-39.81
-4.063,-39.578
4.6951,-34.636,0
4.2748,-34.907,0
4.2748,-34.907,0
3.853,-35.175,0
3.853,-35.175,0
3.43,-35.44,0
3.43,-35.44,0
3.43,-35.44,0
3.0102,-35.7,0
3.0056,-35.703,0
2.5799,-35.963,0
2.5799,-35.963,0
2.1529,-36.22,0
2.1529,-36.22,0
1.7247,-36.474,0
1.7247,-36.474,0
1.2952,-36.726,0
1.2952,-36.726,0
1.1441,-36.813,0
0.86463,-36.974,0
0.86463,-36.974,0
0.43287,-37.22,0
0.43287,-37.22,0
1.6684e-07,-37.463,0
0,-37.463,0
4.6996,-34.633,0
