3.246377650558147820e+02,5.502724330826931265e+01
3.536252565734018276e+02,-4.231962234723790317e+01
3.563305952684754629e+02,-4.492020388836050415e+01
5.222488734395879106e+01,8.499251754442062179e+01
3.516731522028590007e+02,4.201855261592774582e+01
3.567616311533279259e+02,4.112982525003264556e+01
5.332762861178196800e+01,8.488506966921595165e+01
3.567802234326175608e+02,4.111543510838504289e+01
3.580546755911914261e+02,-4.474105266551566018e+01
5.521460273329822854e+01,8.501438685545323892e+01
5.520189366468544279e+01,8.483179479294388159e+01
3.566208435191470585e+02,4.121291026774307653e+01
3.383670075534281523e+02,3.266160406811486183e+01
3.491930807848118548e+02,-4.511755051923877602e+01
5.501193377950571062e+01,8.482870486305745317e+01
3.383134222309969346e+02,3.260180700898077077e+01
3.366460430507607384e+02,3.772755259507089676e+01
3.563194761247902420e+02,-4.491605493894382306e+01
5.429274445015708039e+01,8.510281610681019515e+01
3.563305952684754629e+02,-4.492020388836050415e+01
3.551424819981853034e+02,-4.360508522201087800e+01
5.476424243360649768e+01,8.511175473455814711e+01
5.356459979370364266e+01,8.487066796363365029e+01
3.242412400363160145e+02,5.342903921249192223e+01
3.508909173721146431e+02,4.691233460017856771e+01
3.383835791236844557e+02,3.269666327445057874e+01
3.383724207176368850e+02,3.266507045276148347e+01
3.509449522960235299e+02,4.662115273671790305e+01
3.384487527163453819e+02,3.271111670436462759e+01
3.367192413006237075e+02,3.781196291467006887e+01
3.383548263790422652e+02,3.273306954963404536e+01
3.444356748739799059e+02,2.118008590908812661e+00
3.511777109222638273e+02,4.663268199279122683e+01
3.383427896161240369e+02,3.265727182978703524e+01
3.383110659418791215e+02,3.191707597348409209e+01
3.381889193566840959e+02,3.198534955931872759e+01
3.579988381687705328e+02,-4.472145578181534376e+01
3.383757659883111728e+02,3.267866266371245842e+01
3.445266987132661711e+02,1.776273885272807718e+00
3.397352144489799457e+02,2.662310174558330189e+01
6.149938574509236089e-01,-2.707101699826264962e+01
3.522911599439990482e+02,1.370860781862838529e+01
5.202998055730254379e+01,8.499437277894814713e+01
3.412761693995605583e+02,2.686525811106730188e+01
3.382693042667887653e+02,3.190078419832029155e+01
3.383307551927918553e+02,3.187696821424464133e+01
3.552053832918776948e+02,-4.449895525401762342e+01
5.213056745902810718e+01,8.499515181543532094e+01
3.509872715437950319e+02,4.662881670205642592e+01
3.384417011996071665e+02,3.254588927229835349e+01
3.509352671071220016e+02,4.652337223543096911e+01
3.381931378097258971e+02,3.295185527841432815e+01
3.383208028776111291e+02,3.191112805660492313e+01
3.523838174759766844e+02,-4.918017300802950587e+01
5.514725052541668049e+01,8.481702710009945179e+01
8.212110754527066092e+01,8.093241531338884442e+01
3.510873210607447845e+02,4.669673010713446359e+01
3.383844339650639768e+02,3.258195563838634712e+01
3.511125645141908080e+02,4.657113206428221730e+01
3.508633880854843596e+02,4.677248711190983954e+01
3.510730468508839976e+02,4.662928625544039818e+01
3.462180044572764359e+02,-2.344611969780421745e+01
3.523932884124993734e+02,-4.909565429910436762e+01
6.053629272667830463e+01,8.379493621899223399e+01
3.393379774847062436e+02,2.665622714903794943e+01
3.363691147754155963e+02,2.459990967101263593e+01
