3.242093943068179556e+02,-2.733102467759398380e+01
2.767302948613846638e+02,7.666747877540069567e+01
6.238550338168267650e+00,-3.554567047486821707e+01
2.716668905823744922e+02,7.085885366129095075e+01
8.113773265880707797e+00,-3.809566603259230533e+01
1.682261812409350554e+01,-1.298291072414828129e+01
6.264902298506579648e+00,-3.561793984732558016e+01
1.094657692167736052e+01,-3.684702230574854553e+01
2.589090202074479308e+01,-1.109135311475522379e+01
2.711156805187619057e+02,7.076840584498886244e+01
6.488861725088922583e+01,-1.387196940607968720e+01
6.409296202554505051e+00,-3.087024626252877724e+01
8.113773265880707797e+00,-3.809566603259230533e+01
8.113773265880707797e+00,-3.809566603259230533e+01
6.488861725088922583e+01,-1.387196940607968720e+01
2.508334609497880763e+01,-1.137205158243990155e+01
2.710495733226373432e+02,7.092585645268069072e+01
2.624121590642069464e+02,6.326878395784731879e+01
6.491546878689729283e+01,-1.390776806221668416e+01
6.335712108668052345e+00,-3.045590718082370785e+01
7.106321166341092344e+00,-3.947297834414785456e+01
2.707637278396807687e+02,7.100442569740162924e+01
2.716551255620850043e+02,7.087679501884079514e+01
1.746610932291773111e+01,-3.732573328632114595e+01
8.209305029821045707e+00,-3.977916402894664571e+01
6.491546878689729283e+01,-1.390776806221668416e+01
6.265123468877869861e+00,-3.571203374152388221e+01
2.715805433622867895e+02,7.057588424719742193e+01
2.703768298534010910e+02,7.076480937327869469e+01
6.846832797296632300e+00,-3.093450812019443319e+01
7.868380056759498586e+00,-3.411127328447394547e+01
5.581319516713484141e+00,-3.633365029524061640e+01
2.614840139320178878e+02,6.321804665294297365e+01
2.614085317139769700e+02,6.319555405927237501e+01
2.580280690806564436e+01,-1.116870228816423882e+01
2.555844817763984267e+01,-1.121468864328731030e+01
2.587985131053449805e+01,-1.108660338683583468e+01
2.706628519575755263e+02,7.099373709371009511e+01
2.706697541301909382e+02,7.099861914748397851e+01
2.716114830530144673e+02,7.086649985729650325e+01
1.694621511032053363e+01,-3.538729896601877556e+01
5.142098034209909407e+00,-3.007748412305451424e+01
2.703594982001844187e+02,7.077087172367704682e+01
2.712336287376540440e+02,7.080546748721418737e+01
2.715887972590323898e+02,7.058929577642867059e+01
2.712089452856735079e+02,7.092355080790321153e+01
2.562363035951062784e+01,-1.112738449258117868e+01
2.714011236946149666e+02,7.055507580466529305e+01
2.715084552202727082e+02,7.060589329508195533e+01
2.714236389990570615e+02,7.077022259180978381e+01
5.581319516713484141e+00,-3.633365029524061640e+01
2.714010851941932287e+02,7.056237099763944798e+01
2.713092455350887349e+02,7.052664364569372424e+01
2.713942819657709151e+02,7.055005737527204701e+01
2.714397805096418779e+02,7.059903557011688235e+01
2.713909067393904024e+02,7.054312659952702802e+01
5.129984247751366411e+00,-3.011267259166535837e+01
2.716871089519810880e+02,7.062684449955162336e+01
2.716749940770096714e+02,7.077120903720556555e+01
5.581319516713484141e+00,-3.633365029524061640e+01
6.220809647301049239e+00,-3.564444067419355378e+01
2.532781662500644515e+01,-1.162487233558326594e+01
2.532781662500644515e+01,-1.162487233558326594e+01
2.710547642430218502e+02,7.079419912634502055e+01
2.710488650891921907e+02,7.079393485613157111e+01
2.710799008000852837e+02,7.081022236929074154e+01
2.710769097124349969e+02,7.079939651522428790e+01
2.713153211976343187e+02,7.073598720596717726e+01
2.715629368252842255e+02,7.062836051079098354e+01
2.702034519971879831e+02,7.141498491270240834e+01
2.709482028297449574e+02,7.076412025498417790e+01
2.577153744779236177e+01,-1.104263246407310106e+01
2.681594980208926131e+02,5.400307403283893848e+01
5.808656998392690340e+00,-3.615568691176716243e+01
2.712100229759679451e+02,7.084877571199959334e+01
2.680212192791080383e+02,5.301443308780882546e+01
2.711183840060202215e+02,7.079574694660595924e+01
2.578449823230409166e+01,-1.228619287467688359e+01
2.564857382490076532e+01,-1.161086928049426170e+01
2.676485206810557429e+02,5.400964998223085445e+01
2.679367477658670396e+02,5.308092039287265607e+01
2.679139596141985749e+02,5.310584720539799974e+01
2.679472409236697104e+02,5.319279681090638690e+01
