3.285285070525860647e+02,5.806770351744521008e+01,1.600000000000000000e+02
3.514065889102973301e+02,-4.052099114771806398e+01,1.600000000000000000e+02
3.537562958673938169e+02,-4.326667540192998018e+01,1.600000000000000000e+02
7.747259684049465989e+01,8.237866260407989216e+01,1.600000000000000000e+02
3.553766828546484930e+02,4.375967947444074468e+01,1.600000000000000000e+02
4.830164433735792406e-01,4.257218595672515704e+01,1.600000000000000000e+02
7.780385755573212236e+01,8.224066653542588767e+01,1.600000000000000000e+02
5.004048756650085750e-01,4.255671928623105060e+01,1.600000000000000000e+02
3.554487826906486134e+02,-4.318752583642911702e+01,1.600000000000000000e+02
7.932085947922840319e+01,8.229202861512702327e+01,1.600000000000000000e+02
7.877992425382539921e+01,8.212480476481607639e+01,1.600000000000000000e+02
3.485211622903631734e-01,4.266350164343152329e+01,1.600000000000000000e+02
3.408807430392570268e+02,3.514033511127163223e+01,1.600000000000000000e+02
3.468390390530539094e+02,-4.306913304612285742e+01,1.600000000000000000e+02
7.865613678368904971e+01,8.212867760169538656e+01,1.600000000000000000e+02
3.408214200154009745e+02,3.508326350604304622e+01,1.600000000000000000e+02
3.394864732744740650e+02,4.028077265091158665e+01,1.600000000000000000e+02
3.537459790945615623e+02,-4.326190383581108989e+01,1.600000000000000000e+02
7.904484831175382453e+01,8.240505034567861742e+01,1.600000000000000000e+02
3.537562958673938169e+02,-4.326667540192998018e+01,1.600000000000000000e+02
3.527465059230588054e+02,-4.188806284513482581e+01,1.600000000000000000e+02
7.934998517238101101e+01,8.239675419664762046e+01,1.600000000000000000e+02
7.790377705513957096e+01,8.221892922108757773e+01,1.600000000000000000e+02
3.279057946541402089e+02,5.648823835788608960e+01,1.600000000000000000e+02
3.551486418203797939e+02,4.868260426618704173e+01,1.600000000000000000e+02
3.409002713756333378e+02,3.517452280174862267e+01,1.600000000000000000e+02
3.408865531955382835e+02,3.514353038776295790e+01,1.600000000000000000e+02
3.551671373066166097e+02,4.838933511770419926e+01,1.600000000000000000e+02
3.409682854487639361e+02,3.518575587929421289e+01,1.600000000000000000e+02
3.395689444182507373e+02,4.036151528657171639e+01,1.600000000000000000e+02
3.408733133338977268e+02,3.521227616752046430e+01,1.600000000000000000e+02
3.452559225052794432e+02,4.334103862156065468e+00,1.600000000000000000e+02
3.554084471228446773e+02,4.838732062854384708e+01,1.600000000000000000e+02
3.408555444097759732e+02,3.513719655547254916e+01,1.600000000000000000e+02
3.407707804660673787e+02,3.439979511266587764e+01,1.600000000000000000e+02
3.406500929443279233e+02,3.447392456280452677e+01,1.600000000000000000e+02
3.553967666539593324e+02,-4.316475157710567601e+01,1.600000000000000000e+02
3.408909590446833136e+02,3.515693562681991580e+01,1.600000000000000000e+02
3.453291435562146034e+02,3.988090451086843125e+00,1.600000000000000000e+02
3.418766571800894667e+02,2.904405982227451588e+01,1.600000000000000000e+02
3.595488972367335236e+02,-2.571675322896755844e+01,1.600000000000000000e+02
3.537945001644800413e+02,1.547673507631531820e+01,1.600000000000000000e+02
7.736195025957705695e+01,8.238747556011230699e+01,1.600000000000000000e+02
3.434650797160788329e+02,2.920832897693609098e+01,1.600000000000000000e+02
3.407267532641796492e+02,3.438557243311772993e+01,1.600000000000000000e+02
3.407882008187530687e+02,3.435879078589792357e+01,1.600000000000000000e+02
3.527121302528392448e+02,-4.278271447532431182e+01,1.600000000000000000e+02
7.742454178292804556e+01,8.238450163497812184e+01,1.600000000000000000e+02
3.552117236465792303e+02,4.839451886377828060e+01,1.600000000000000000e+02
3.409492755118882883e+02,3.502115485245908388e+01,1.600000000000000000e+02
3.551447568658263663e+02,4.829246379329356387e+01,1.600000000000000000e+02
3.407227134142382852e+02,3.543860257549764015e+01,1.600000000000000000e+02
3.407803649512947004e+02,3.439338077420404005e+01,1.600000000000000000e+02
3.494494794666670714e+02,-4.729110293314584368e+01,1.600000000000000000e+02
7.870466850606104003e+01,8.211314694796605806e+01,1.600000000000000000e+02
9.101160038450960599e+01,7.755226732314645233e+01,1.600000000000000000e+02
3.553234742554519130e+02,4.845638635191565413e+01,1.600000000000000000e+02
3.408929886597241534e+02,3.505996769254955581e+01,1.600000000000000000e+02
3.553334994537759144e+02,4.832977273803957274e+01,1.600000000000000000e+02
3.551023479747646547e+02,4.854485394637933382e+01,1.600000000000000000e+02
3.553001729802624595e+02,4.839001221239458062e+01,1.600000000000000000e+02
3.456250895941352610e+02,-2.128629910665452130e+01,1.600000000000000000e+02
3.494690000941589005e+02,-4.720739975381570019e+01,1.600000000000000000e+02
7.963357197024338063e+01,8.096882954410014577e+01,1.600000000000000000e+02
3.414731392280677937e+02,2.909682872098165163e+01,1.600000000000000000e+02
3.383170000095366277e+02,2.718671207573064663e+01,1.600000000000000000e+02
