> -3 contour -Z-3
13	-15.5204594731	-3
14	-15.2582229376	-3
15	-15.3357367516	-3
16	-15.7497864962	-3
16.2623534203	-16	-3
16.804602325	-17	-3
16.7708503604	-18	-3
16.2193821967	-19	-3
16	-19.2651616037	-3
15	-19.7709820271	-3
14	-19.5086175799	-3
13.1733005047	-19	-3
13	-18.8821351528	-3
12.122790575	-18	-3
12	-17.7034775019	-3
11.7436203361	-17	-3
12	-16.4098715186	-3
12.2476034164	-16	-3
13	-15.5204594731	-3
> -2 contour -Z-2
0	-18.6509876847	-2
-1	-18.0387698375	-2
-1.05305077508	-18	-2
-2	-17.2319597453	-2
-2.15972599387	-17	-2
-2.43285670877	-16	-2
-2.50803929567	-15	-2
-2.31630587578	-14	-2
-2	-13.4001088738	-2
-1.66440248489	-13	-2
-1	-12.464209199	-2
-0.385713279247	-12	-2
0	-11.7682134956	-2
> -2 contour -Z-2
0	-11.7682135105	-2
1	-11.1479901671	-2
1.26013869047	-11	-2
2	-10.6546957195	-2
3	-10.2593043447	-2
3.7353913784	-10	-2
4	-9.91479086876	-2
5	-9.5331966579	-2
6	-9.04183995724	-2
6.09664624929	-9	-2
7	-8.66068384051	-2
8	-8.42608422041	-2
9	-8.25539636612	-2
10	-8.07718551159	-2
10.4077703357	-8	-2
11	-7.90202748775	-2
12	-7.73176163435	-2
13	-7.5523083806	-2
14	-7.4098546505	-2
15	-7.349996984	-2
16	-7.48299247026	-2
17	-7.98395108432	-2
17.0166104399	-8	-2
18	-8.90228617936	-2
18.0699228421	-9	-2
18.7847164869	-10	-2
19	-10.2829815149	-2
19.4818893671	-11	-2
20	-11.8300901204	-2
20.1059803292	-12	-2
20.4958664775	-13	-2
20.8188301921	-14	-2
21	-14.3144178987	-2
21.5478432775	-15	-2
22	-15.6090912521	-2
22.2595187724	-16	-2
22.6738834977	-17	-2
22.7375151515	-18	-2
22.6496613026	-19	-2
22.5455291867	-20	-2
22.4317956567	-21	-2
22.3119331896	-22	-2
22.2225002646	-23	-2
22.1278389841	-24	-2
22.0336996578	-25	-2
22	-25.6118404269	-2
21.9782093763	-26	-2
22	-26.8826107904	-2
22.0041885241	-27	-2
22.2615604401	-28	-2
22.6688360572	-29	-2
23	-29.6530468762	-2
23.8386662006	-30	-2
24	-30.047768712	-2
25	-30.046189487	-2
25.1763653755	-30	-2
26	-29.8399529904	-2
27	-29.5701295137	-2
28	-29.6757743955	-2
29	-29.8710915595	-2
29.4757875502	-30	-2
30	-30.162673831	-2
31	-30.6653194726	-2
31.6015648842	-31	-2
32	-31.2814342976	-2
32.9212054014	-32	-2
33	-32.0969746113	-2
33.8957359791	-33	-2
34	-33.2195575833	-2
34.5433433652	-34	-2
34.2602817118	-35	-2
34	-35.132215932	-2
33	-35.5603301525	-2
32	-35.6646183729	-2
31	-35.5974613428	-2
30	-35.5338221788	-2
29	-35.5451728702	-2
28	-35.581566453	-2
27	-35.4189173877	-2
26.0422158241	-35	-2
26	-34.9763492942	-2
25	-34.4517463148	-2
24	-34.0616525412	-2
23.6016348004	-34	-2
23	-33.8626161814	-2
